Adults,Children,LeadDays,LengthOfStay,ArrivalDate-WeekDay
1,2,0,4,Friday
3,0,29,8,Friday
3,1,4,8,Friday
2,0,3,1,Saturday
2,0,81,1,Sunday
2,0,57,1,Friday
6,1,78,6,Friday
1,0,35,8,Friday
2,1,16,2,Thursday
1,1,83,3,Saturday
1,0,95,5,Saturday
1,0,15,6,Sunday
1,1,19,3,Friday
3,0,15,3,Saturday
2,2,49,8,Friday
3,1,36,5,Sunday
5,2,37,4,Thursday
2,2,0,2,Sunday
2,0,6,4,Monday
1,0,4,1,Saturday
3,0,100,1,Thursday
4,1,1,2,Wednesday
2,0,2,1,Friday
5,0,69,6,Saturday
3,2,39,3,Wednesday
1,2,6,9,Monday
1,1,9,1,Friday
2,1,23,8,Saturday
1,0,32,1,Thursday
5,1,71,3,Wednesday
2,0,30,5,Friday
5,1,22,3,Thursday
6,0,21,3,Friday
2,1,5,4,Friday
3,2,83,6,Friday
3,0,97,1,Saturday
3,0,16,6,Tuesday
4,2,19,4,Thursday
2,1,88,1,Friday
2,0,10,1,Sunday
5,2,20,1,Friday
4,1,0,2,Friday
3,0,0,3,Tuesday
3,2,0,4,Tuesday
1,1,11,9,Sunday
5,0,3,9,Friday
5,1,30,1,Tuesday
1,2,23,1,Friday
2,1,63,7,Saturday
3,2,83,8,Saturday
3,1,72,3,Friday
2,1,59,1,Friday
4,2,4,1,Monday
1,2,1,2,Friday
2,2,81,1,Saturday
2,0,79,3,Thursday
2,2,35,7,Thursday
1,1,14,8,Tuesday
2,0,0,1,Friday
1,2,2,2,Monday
5,1,0,2,Tuesday
1,0,87,1,Friday
3,0,4,1,Tuesday
1,0,20,2,Thursday
1,2,28,3,Friday
2,2,3,1,Sunday
1,1,15,5,Friday
3,0,43,8,Friday
3,1,3,8,Monday
1,0,15,6,Wednesday
3,0,18,9,Wednesday
1,0,0,6,Monday
6,2,56,3,Monday
1,0,3,4,Friday
4,0,9,9,Thursday
3,0,97,3,Saturday
5,0,0,1,Saturday
5,0,39,6,Friday
3,0,0,3,Saturday
1,2,92,3,Saturday
1,0,27,2,Thursday
3,1,4,7,Wednesday
6,0,3,3,Sunday
2,2,77,2,Saturday
1,2,4,3,Thursday
1,0,82,2,Saturday
1,1,16,9,Friday
2,0,6,1,Saturday
3,0,80,1,Sunday
2,1,84,4,Monday
6,0,7,9,Tuesday
1,1,84,4,Saturday
5,0,64,2,Saturday
3,0,1,4,Sunday
2,1,1,8,Friday
3,0,13,1,Friday
4,1,50,2,Monday
4,2,32,1,Sunday
4,1,58,4,Wednesday
1,2,14,7,Tuesday
3,0,16,6,Thursday
3,0,32,6,Friday
2,1,30,3,Wednesday
3,0,20,2,Thursday
4,1,46,2,Saturday
2,2,46,1,Saturday
4,0,17,4,Saturday
1,2,0,9,Tuesday
5,0,22,4,Sunday
1,0,1,4,Wednesday
5,2,90,4,Saturday
1,0,51,4,Tuesday
3,0,0,1,Wednesday
6,0,90,1,Friday
2,0,3,5,Thursday
4,0,32,6,Wednesday
1,2,36,2,Friday
5,2,5,4,Saturday
1,0,87,2,Monday
3,1,0,1,Saturday
1,0,0,2,Thursday
4,2,43,4,Saturday
3,2,36,1,Friday
4,0,93,2,Saturday
3,2,26,2,Tuesday
5,0,97,5,Thursday
1,0,49,1,Friday
1,0,89,6,Sunday
6,2,27,7,Thursday
1,1,38,1,Tuesday
2,1,0,3,Friday
2,1,6,3,Saturday
1,1,48,5,Wednesday
5,1,6,3,Saturday
1,0,19,2,Monday
6,0,71,2,Friday
2,0,76,5,Wednesday
3,0,19,6,Saturday
1,2,46,1,Monday
6,1,0,8,Monday
3,0,31,1,Tuesday
2,0,31,5,Wednesday
4,2,17,1,Tuesday
5,0,0,5,Friday
1,0,72,3,Saturday
6,1,0,1,Friday
1,0,36,2,Thursday
4,0,24,3,Saturday
3,0,53,1,Saturday
6,0,16,5,Saturday
3,2,10,7,Friday
2,0,60,2,Friday
1,0,93,4,Tuesday
1,0,68,2,Saturday
6,0,5,4,Friday
2,0,0,2,Sunday
4,2,3,5,Saturday
6,2,60,2,Saturday
4,0,5,1,Friday
1,1,6,1,Saturday
4,0,30,5,Friday
1,2,3,8,Wednesday
5,2,14,1,Friday
4,2,98,4,Sunday
3,2,87,2,Thursday
2,1,69,4,Thursday
1,0,51,9,Sunday
2,0,96,9,Wednesday
2,0,61,1,Wednesday
1,0,1,6,Tuesday
5,0,39,4,Wednesday
4,1,55,2,Saturday
5,0,63,1,Thursday
1,1,4,3,Monday
6,0,3,2,Wednesday
6,1,68,2,Saturday
6,0,59,2,Wednesday
1,0,10,2,Tuesday
3,0,97,1,Wednesday
6,0,19,5,Friday
3,0,53,6,Wednesday
1,1,17,1,Tuesday
1,2,97,2,Saturday
3,0,9,2,Thursday
1,2,54,4,Saturday
1,1,1,1,Tuesday
3,0,73,1,Friday
4,0,4,6,Friday
4,1,20,5,Wednesday
5,0,91,9,Wednesday
6,0,100,2,Friday
6,1,32,3,Sunday
2,0,57,1,Wednesday
3,0,9,1,Thursday
1,1,62,2,Friday
5,1,77,7,Thursday
5,2,14,7,Monday
1,0,34,2,Tuesday
2,2,3,6,Wednesday
4,0,45,3,Tuesday
1,2,86,2,Friday
4,0,9,1,Saturday
1,0,7,4,Monday
1,1,44,3,Friday
2,2,100,6,Friday
1,1,14,1,Wednesday
2,0,22,2,Saturday
3,0,44,3,Friday
5,0,54,1,Sunday
4,0,46,1,Friday
1,0,0,8,Friday
3,1,11,4,Saturday
1,0,33,2,Friday
5,1,5,4,Saturday
5,2,10,9,Friday
1,0,60,3,Tuesday
1,1,17,8,Friday
3,1,66,8,Friday
1,2,0,5,Sunday
5,0,86,4,Monday
3,0,80,2,Monday
2,0,3,1,Saturday
2,1,51,1,Saturday
6,2,81,8,Monday
5,2,97,9,Saturday
1,0,45,2,Saturday
1,0,35,2,Monday
1,0,18,2,Friday
2,1,2,1,Sunday
4,2,3,4,Tuesday
3,1,48,1,Wednesday
6,0,4,1,Sunday
3,0,34,3,Saturday
3,0,84,1,Saturday
3,0,32,1,Wednesday
4,1,9,2,Wednesday
1,0,99,9,Friday
6,2,0,7,Saturday
2,1,26,3,Saturday
1,0,88,4,Wednesday
6,1,40,1,Saturday
5,1,14,9,Saturday
1,1,52,2,Wednesday
5,2,15,3,Friday
4,2,90,1,Thursday
2,2,36,2,Monday
1,0,74,7,Friday
6,2,83,1,Friday
5,1,17,8,Saturday
6,0,0,5,Friday
1,2,86,7,Saturday
3,2,58,4,Monday
3,0,6,5,Sunday
3,0,16,3,Wednesday
3,0,26,9,Saturday
1,0,22,4,Thursday
3,0,5,9,Saturday
5,2,82,5,Thursday
6,0,5,8,Sunday
2,0,42,3,Thursday
1,0,1,2,Thursday
3,0,4,3,Wednesday
3,0,91,3,Thursday
2,2,50,3,Friday
4,0,2,1,Wednesday
3,0,58,1,Monday
1,0,3,1,Friday
1,0,22,1,Monday
5,0,0,6,Thursday
5,1,20,9,Friday
1,0,99,5,Saturday
4,0,0,2,Monday
6,0,48,5,Wednesday
4,0,10,1,Saturday
1,0,54,3,Thursday
6,1,1,9,Friday
6,2,3,1,Tuesday
4,0,11,6,Tuesday
3,0,2,4,Thursday
1,2,22,2,Friday
2,2,0,6,Saturday
4,2,40,9,Thursday
4,1,43,3,Thursday
1,0,37,2,Friday
3,1,5,5,Friday
6,1,57,4,Friday
2,0,1,7,Friday
1,2,5,1,Saturday
5,0,80,1,Sunday
2,0,0,2,Wednesday
1,2,84,5,Saturday
2,1,0,5,Tuesday
1,2,2,4,Monday
1,1,51,8,Saturday
6,1,0,5,Friday
5,1,35,3,Wednesday
4,0,17,1,Friday
1,0,2,2,Saturday
3,2,1,9,Friday
2,0,72,6,Friday
2,2,17,4,Saturday
6,0,41,8,Friday
2,0,1,6,Saturday
6,0,29,1,Wednesday
6,0,0,2,Tuesday
2,1,47,6,Tuesday
1,0,78,3,Sunday
1,2,66,1,Saturday
1,0,4,2,Saturday
1,2,56,4,Friday
4,1,77,6,Friday
1,1,9,5,Sunday
2,0,6,3,Friday
1,0,0,2,Tuesday
2,0,0,6,Tuesday
2,2,42,2,Friday
2,0,48,1,Tuesday
2,0,92,1,Friday
1,1,82,1,Tuesday
4,0,1,2,Saturday
2,0,0,3,Saturday
2,1,5,5,Thursday
1,1,53,3,Saturday
3,0,4,5,Saturday
2,1,39,3,Tuesday
1,1,93,2,Saturday
2,0,2,3,Thursday
2,0,63,7,Friday
3,0,49,4,Friday
1,0,50,7,Saturday
2,1,80,1,Friday
4,0,36,3,Wednesday
1,0,98,5,Wednesday
2,0,33,8,Thursday
5,0,2,3,Friday
3,0,0,5,Tuesday
3,0,44,3,Sunday
2,2,2,1,Saturday
4,0,21,1,Friday
2,0,5,6,Sunday
1,2,2,9,Saturday
1,2,33,9,Saturday
2,0,37,6,Sunday
1,1,0,1,Saturday
2,1,83,4,Saturday
3,1,48,5,Saturday
1,0,49,6,Friday
1,0,21,1,Saturday
5,1,63,7,Saturday
1,0,48,2,Wednesday
4,0,6,5,Saturday
4,2,94,3,Saturday
4,0,1,1,Tuesday
6,1,16,5,Friday
5,1,36,2,Tuesday
3,0,1,1,Thursday
2,0,0,8,Wednesday
3,0,9,1,Saturday
3,2,21,2,Monday
3,2,32,1,Tuesday
5,1,24,8,Friday
3,0,2,1,Friday
1,2,60,4,Sunday
6,0,60,6,Friday
3,0,37,4,Friday
2,0,9,6,Tuesday
5,1,63,3,Friday
4,1,0,1,Saturday
1,1,49,4,Monday
3,0,67,1,Sunday
2,1,25,3,Friday
3,2,97,2,Wednesday
1,0,1,1,Friday
2,2,0,2,Monday
6,0,67,4,Friday
6,2,0,7,Saturday
1,0,4,4,Friday
2,0,18,9,Friday
1,0,49,1,Saturday
1,1,73,5,Thursday
1,0,0,5,Friday
3,0,0,6,Friday
2,2,46,2,Thursday
1,1,12,1,Friday
6,2,0,1,Saturday
1,2,29,1,Monday
2,0,3,4,Sunday
3,0,37,1,Thursday
4,1,100,4,Sunday
6,0,100,2,Thursday
1,1,32,9,Monday
3,0,33,5,Sunday
6,0,5,2,Tuesday
1,1,42,9,Sunday
3,0,5,7,Thursday
2,2,21,3,Saturday
1,1,0,1,Monday
3,0,49,2,Tuesday
5,0,64,1,Friday
6,1,64,9,Friday
1,0,90,7,Saturday
1,1,2,2,Monday
1,0,10,1,Wednesday
3,2,94,1,Saturday
2,0,24,7,Sunday
1,0,43,5,Thursday
2,2,17,1,Monday
5,2,100,1,Saturday
1,0,47,4,Wednesday
3,0,51,8,Saturday
1,1,42,1,Tuesday
1,0,92,9,Saturday
3,1,2,1,Friday
1,0,17,6,Friday
3,1,75,4,Saturday
1,0,0,1,Saturday
1,0,2,9,Tuesday
6,0,30,6,Friday
1,0,89,2,Saturday
6,1,18,1,Sunday
3,1,50,8,Wednesday
2,0,7,7,Friday
6,0,49,4,Saturday
1,0,42,2,Sunday
6,0,67,7,Sunday
4,0,15,1,Friday
2,0,65,7,Saturday
4,0,23,8,Friday
6,0,80,7,Sunday
4,0,78,6,Sunday
3,0,70,7,Saturday
3,0,1,1,Tuesday
6,0,84,7,Tuesday
4,0,83,1,Saturday
5,0,8,1,Saturday
5,2,32,3,Tuesday
2,1,74,4,Wednesday
1,0,11,2,Monday
3,1,39,1,Tuesday
5,0,76,1,Saturday
6,0,10,4,Thursday
5,0,93,4,Monday
2,0,86,8,Friday
1,1,0,4,Saturday
1,1,79,3,Saturday
6,0,59,4,Wednesday
5,2,48,1,Thursday
2,0,46,1,Thursday
1,0,3,1,Wednesday
2,0,48,4,Thursday
1,1,100,6,Thursday
4,0,1,4,Tuesday
5,0,1,1,Thursday
4,2,46,8,Friday
2,1,51,3,Tuesday
1,1,6,2,Thursday
2,1,52,7,Friday
1,0,33,5,Saturday
2,0,18,7,Tuesday
5,2,1,5,Friday
4,0,0,1,Saturday
1,0,66,2,Friday
3,2,21,2,Friday
1,0,1,4,Wednesday
1,1,9,9,Saturday
6,2,93,1,Saturday
6,1,0,1,Friday
3,1,11,9,Friday
2,1,17,9,Saturday
1,0,26,6,Wednesday
1,2,36,8,Friday
4,2,14,7,Saturday
1,0,70,9,Saturday
6,1,76,7,Saturday
6,1,3,9,Saturday
3,0,18,3,Monday
2,0,31,5,Sunday
3,0,53,7,Wednesday
1,2,16,3,Friday
6,0,0,3,Saturday
1,0,2,4,Sunday
3,0,28,9,Friday
4,0,8,1,Thursday
6,0,64,2,Wednesday
2,1,4,9,Sunday
3,0,17,7,Thursday
2,1,92,6,Friday
6,1,0,9,Tuesday
1,2,0,5,Friday
2,1,89,6,Friday
4,0,27,7,Sunday
2,1,58,1,Saturday
1,0,2,3,Sunday
2,0,30,7,Tuesday
2,0,83,5,Saturday
1,0,3,9,Wednesday
4,0,89,8,Saturday
2,1,98,2,Wednesday
1,0,2,1,Tuesday
2,2,88,1,Saturday
4,0,95,4,Wednesday
2,2,61,7,Tuesday
4,0,76,4,Monday
5,0,22,4,Wednesday
1,0,29,1,Saturday
3,1,79,3,Saturday
5,0,60,2,Sunday
3,1,0,1,Wednesday
2,0,54,7,Monday
2,0,6,3,Wednesday
1,2,4,1,Friday
4,0,2,6,Thursday
2,0,63,2,Friday
1,1,6,5,Saturday
1,1,22,7,Friday
1,0,7,3,Thursday
1,1,77,4,Friday
2,0,75,2,Tuesday
2,0,63,1,Wednesday
1,0,5,4,Wednesday
5,1,85,3,Saturday
3,1,73,1,Saturday
1,1,98,6,Thursday
1,1,10,1,Sunday
5,0,93,1,Friday
1,1,23,7,Wednesday
5,0,20,1,Monday
5,2,37,1,Thursday
1,0,2,2,Friday
1,0,1,8,Sunday
4,0,1,1,Friday
1,2,17,1,Monday
5,0,58,7,Monday
1,2,3,1,Friday
2,0,2,7,Thursday
1,2,11,8,Friday
1,0,93,5,Thursday
1,0,52,6,Saturday
1,0,48,1,Thursday
6,1,75,2,Friday
5,1,53,3,Friday
3,2,7,5,Friday
1,0,75,6,Friday
1,0,28,5,Monday
4,1,85,8,Thursday
3,2,90,9,Tuesday
1,0,49,1,Friday
4,1,45,1,Wednesday
1,0,34,6,Thursday
4,1,1,2,Saturday
6,1,33,7,Thursday
2,0,5,1,Thursday
2,0,86,4,Wednesday
2,0,71,9,Monday
6,0,12,3,Saturday
3,2,23,4,Saturday
6,1,6,3,Monday
6,1,0,1,Sunday
1,2,59,8,Saturday
1,0,25,2,Tuesday
3,0,3,1,Saturday
2,0,61,4,Saturday
1,1,64,3,Saturday
1,0,46,1,Saturday
1,0,22,3,Saturday
1,0,31,4,Wednesday
5,0,73,5,Wednesday
1,0,78,5,Sunday
3,0,6,1,Saturday
2,0,0,5,Saturday
1,0,60,3,Monday
2,0,6,2,Tuesday
4,0,0,1,Tuesday
4,0,82,8,Friday
5,0,1,9,Thursday
1,2,1,9,Friday
1,0,52,1,Friday
3,2,73,3,Tuesday
6,0,1,7,Thursday
3,0,16,3,Friday
1,1,11,8,Thursday
1,2,2,6,Friday
5,1,70,8,Friday
3,2,27,2,Saturday
3,1,83,3,Friday
1,2,78,1,Saturday
6,2,0,1,Friday
3,0,72,6,Wednesday
5,1,37,5,Friday
4,0,59,2,Friday
2,2,55,3,Thursday
6,0,77,7,Friday
4,0,4,7,Friday
2,2,0,8,Thursday
2,0,78,9,Monday
4,1,16,1,Tuesday
3,2,35,8,Tuesday
5,2,91,4,Sunday
1,0,12,6,Saturday
3,0,68,2,Saturday
6,0,11,3,Sunday
4,0,22,1,Friday
2,0,39,3,Monday
1,0,87,8,Saturday
5,0,66,1,Friday
2,0,13,1,Friday
2,0,0,8,Thursday
5,0,22,2,Saturday
2,0,70,7,Tuesday
4,0,0,1,Friday
1,0,29,5,Saturday
1,2,2,1,Thursday
6,2,52,1,Wednesday
5,0,47,7,Sunday
1,2,86,7,Thursday
1,0,2,4,Saturday
1,0,4,1,Sunday
4,1,6,1,Saturday
1,1,87,7,Saturday
1,1,53,7,Wednesday
1,0,99,9,Saturday
6,1,98,2,Wednesday
2,1,79,1,Saturday
2,0,25,2,Saturday
6,1,50,4,Wednesday
2,0,1,2,Tuesday
6,0,2,8,Monday
5,0,35,1,Saturday
2,1,56,3,Sunday
3,2,90,2,Friday
1,1,7,2,Tuesday
5,0,40,9,Saturday
2,0,53,8,Saturday
1,0,67,1,Saturday
5,0,0,1,Friday
1,2,3,1,Monday
1,2,63,6,Tuesday
3,1,63,4,Monday
1,0,56,7,Thursday
6,2,38,2,Saturday
2,2,13,1,Thursday
2,2,35,5,Monday
6,0,74,1,Saturday
1,0,81,7,Sunday
1,2,0,3,Wednesday
4,0,2,1,Saturday
1,0,35,3,Friday
6,0,92,8,Tuesday
2,0,43,3,Saturday
1,0,1,4,Saturday
6,0,19,2,Sunday
2,2,2,4,Wednesday
3,0,0,6,Friday
1,1,84,7,Sunday
4,0,80,2,Sunday
1,2,66,1,Saturday
1,1,99,7,Friday
6,0,8,6,Friday
3,1,94,6,Monday
1,1,70,1,Tuesday
3,2,1,9,Tuesday
3,1,7,4,Sunday
2,0,5,1,Saturday
1,0,2,1,Friday
2,1,52,1,Monday
1,0,62,2,Saturday
1,1,14,4,Saturday
2,1,14,5,Tuesday
3,0,36,1,Monday
1,2,35,2,Sunday
1,1,1,8,Friday
1,0,0,1,Friday
1,0,8,2,Monday
4,0,42,2,Friday
4,2,0,4,Saturday
5,0,3,2,Saturday
4,0,83,1,Thursday
2,0,12,8,Monday
5,0,20,2,Monday
1,0,92,1,Friday
4,0,34,2,Saturday
2,2,63,8,Friday
1,2,49,1,Friday
2,0,80,1,Saturday
2,2,0,7,Saturday
4,1,6,3,Monday
6,1,4,3,Tuesday
3,0,10,1,Sunday
2,1,49,5,Saturday
3,1,35,8,Saturday
2,1,8,3,Friday
3,1,76,1,Thursday
4,1,44,3,Sunday
2,1,0,1,Wednesday
1,0,89,4,Friday
3,0,22,9,Saturday
2,1,7,3,Saturday
3,0,64,4,Friday
1,1,18,6,Saturday
2,1,3,3,Tuesday
1,0,19,4,Thursday
2,1,8,1,Tuesday
1,0,13,3,Sunday
1,0,53,2,Friday
1,1,43,4,Friday
4,1,87,1,Tuesday
1,0,22,8,Friday
6,0,93,8,Saturday
1,2,2,4,Sunday
1,0,19,6,Tuesday
1,2,27,4,Saturday
5,0,1,1,Thursday
3,1,79,3,Saturday
2,0,16,1,Friday
1,1,70,1,Saturday
2,0,20,5,Wednesday
6,1,98,1,Tuesday
5,2,54,1,Wednesday
6,0,0,6,Saturday
3,0,36,4,Friday
2,0,25,1,Sunday
2,0,11,1,Tuesday
6,2,8,4,Friday
5,0,8,1,Friday
1,2,2,9,Friday
2,0,42,1,Tuesday
4,0,19,2,Thursday
1,2,27,1,Thursday
2,2,19,2,Tuesday
3,1,66,9,Saturday
2,0,13,5,Saturday
2,1,67,1,Friday
2,0,40,1,Friday
1,2,99,7,Sunday
1,0,30,3,Tuesday
6,1,0,3,Sunday
1,1,42,8,Saturday
1,2,11,7,Wednesday
1,0,0,5,Saturday
4,1,25,2,Saturday
3,0,72,6,Sunday
1,0,40,9,Wednesday
3,0,13,5,Sunday
1,0,0,3,Thursday
1,0,52,5,Saturday
3,0,4,2,Tuesday
4,0,52,3,Thursday
1,2,49,3,Friday
1,2,47,3,Friday
6,0,76,4,Sunday
5,1,90,4,Friday
1,1,20,6,Friday
4,1,8,5,Tuesday
1,0,28,3,Friday
5,2,48,3,Friday
1,0,96,7,Friday
1,1,76,1,Friday
1,0,27,1,Thursday
3,0,1,1,Friday
2,2,10,1,Friday
5,0,1,2,Friday
2,2,99,3,Sunday
5,1,29,1,Sunday
4,0,27,1,Thursday
1,0,62,9,Saturday
5,1,28,6,Tuesday
3,0,0,5,Friday
2,0,61,2,Saturday
6,0,82,9,Sunday
1,2,0,6,Friday
6,2,9,9,Wednesday
3,0,40,4,Saturday
3,0,0,6,Sunday
4,0,58,8,Saturday
1,2,1,8,Sunday
2,2,31,2,Friday
5,1,4,1,Friday
2,0,56,2,Friday
1,1,7,5,Thursday
1,0,3,2,Friday
3,2,10,2,Sunday
2,0,3,5,Wednesday
2,0,14,3,Thursday
1,1,2,1,Thursday
4,0,94,4,Saturday
2,0,0,6,Tuesday
2,2,1,3,Saturday
4,2,37,3,Saturday
1,1,19,2,Saturday
2,1,81,7,Saturday
2,1,53,9,Saturday
1,0,90,4,Wednesday
5,1,76,2,Saturday
1,2,10,1,Sunday
1,1,50,2,Saturday
1,0,43,5,Saturday
1,2,20,2,Saturday
6,2,50,1,Friday
1,1,53,1,Thursday
1,2,6,3,Saturday
3,1,16,4,Friday
4,0,16,5,Tuesday
2,2,23,1,Friday
1,0,44,1,Friday
1,2,52,1,Friday
6,1,1,8,Saturday
1,1,45,4,Friday
6,0,23,8,Monday
1,0,28,2,Thursday
4,1,3,2,Wednesday
1,2,10,7,Sunday
1,0,2,2,Saturday
3,0,59,6,Saturday
1,0,38,5,Tuesday
1,2,48,7,Saturday
1,0,92,1,Saturday
1,0,16,3,Saturday
5,2,5,1,Saturday
1,2,34,6,Wednesday
1,0,98,4,Friday
1,0,14,1,Wednesday
6,0,60,9,Saturday
6,0,24,2,Saturday
5,0,27,6,Thursday
2,0,32,2,Saturday
5,1,1,5,Friday
1,0,20,3,Sunday
5,1,26,1,Saturday
1,0,1,1,Thursday
5,0,10,1,Saturday
4,2,7,1,Friday
2,2,2,2,Thursday
1,0,28,5,Saturday
1,0,62,4,Monday
1,0,6,3,Sunday
2,0,77,4,Monday
6,2,83,5,Friday
4,2,1,2,Wednesday
3,1,51,9,Monday
6,1,20,2,Friday
5,2,4,6,Friday
1,1,8,4,Friday
1,2,43,8,Friday
6,0,24,1,Friday
4,0,34,2,Friday
1,0,70,1,Friday
6,0,80,3,Tuesday
5,0,56,6,Saturday
3,0,14,5,Friday
6,0,21,5,Thursday
1,2,40,2,Saturday
3,2,94,1,Friday
2,0,99,4,Friday
3,0,6,1,Tuesday
5,2,19,7,Wednesday
5,1,94,4,Saturday
5,2,63,5,Saturday
1,0,5,8,Saturday
3,0,85,6,Friday
1,0,69,2,Saturday
4,0,73,2,Thursday
1,1,8,5,Thursday
6,2,9,7,Saturday
1,0,90,1,Saturday
3,2,35,6,Wednesday
6,2,55,4,Saturday
1,1,23,7,Thursday
4,0,21,2,Wednesday
1,0,79,2,Saturday
6,0,87,6,Sunday
1,1,0,1,Sunday
5,2,68,2,Saturday
6,0,0,1,Monday
2,0,0,1,Wednesday
6,2,28,5,Tuesday
1,0,99,4,Monday
5,1,47,9,Saturday
6,0,1,4,Friday
6,1,27,1,Tuesday
4,2,20,8,Sunday
5,0,65,2,Saturday
1,1,87,2,Friday
3,1,35,2,Friday
1,1,46,2,Saturday
2,1,52,2,Friday
2,1,41,1,Friday
4,1,31,3,Friday
6,0,10,3,Saturday
1,1,34,1,Sunday
1,0,1,2,Monday
2,0,42,3,Friday
2,1,16,3,Friday
2,2,33,9,Friday
1,2,17,6,Tuesday
5,1,32,6,Monday
1,0,77,4,Friday
1,0,32,1,Thursday
1,1,62,2,Monday
4,0,32,8,Tuesday
5,1,62,1,Friday
2,1,84,7,Sunday
1,0,39,1,Monday
1,0,67,9,Tuesday
5,0,38,9,Saturday
3,1,6,4,Friday
5,0,84,3,Friday
2,1,0,2,Friday
2,1,40,1,Saturday
3,0,23,8,Wednesday
1,2,62,2,Friday
1,0,5,2,Sunday
4,0,6,5,Friday
2,1,80,1,Friday
1,2,5,1,Saturday
4,0,0,1,Friday
1,0,28,5,Friday
3,0,36,6,Monday
2,2,72,3,Friday
1,0,5,9,Saturday
2,0,8,5,Wednesday
4,0,15,4,Sunday
4,0,77,7,Saturday
4,0,58,3,Thursday
1,1,38,5,Sunday
4,1,1,2,Saturday
4,0,0,2,Monday
1,0,7,7,Sunday
2,0,30,8,Sunday
3,0,92,5,Wednesday
6,1,19,3,Saturday
6,0,0,5,Monday
4,0,20,6,Monday
5,1,25,5,Thursday
4,0,85,1,Wednesday
6,1,0,7,Wednesday
3,0,0,3,Monday
1,2,89,3,Wednesday
1,1,60,3,Saturday
6,0,1,2,Saturday
1,1,70,5,Friday
2,1,1,1,Saturday
4,0,71,4,Monday
1,1,24,2,Sunday
6,0,3,9,Friday
3,0,2,3,Tuesday
5,1,52,8,Friday
1,2,18,5,Tuesday
1,1,0,1,Wednesday
3,1,99,2,Tuesday
3,0,1,6,Sunday
1,0,54,1,Wednesday
1,0,20,9,Saturday
2,2,23,1,Thursday
3,2,77,2,Saturday
3,2,20,2,Tuesday
3,2,8,3,Friday
6,0,82,4,Friday
4,2,79,3,Wednesday
5,1,24,8,Saturday
1,0,38,2,Friday
5,0,16,6,Wednesday
2,0,43,9,Friday
1,0,78,6,Wednesday
6,1,1,7,Saturday
2,2,71,4,Wednesday
1,0,67,1,Tuesday
5,1,30,1,Monday
5,2,2,1,Friday
1,1,33,4,Saturday
5,0,4,3,Friday
1,0,11,1,Sunday
2,1,100,8,Friday
6,0,10,3,Wednesday
3,0,22,4,Saturday
5,1,74,7,Wednesday
4,2,91,9,Thursday
4,0,17,1,Wednesday
3,0,80,4,Friday
1,0,14,2,Saturday
1,0,30,4,Sunday
3,0,2,9,Thursday
2,0,62,2,Saturday
4,0,69,3,Wednesday
3,0,23,9,Saturday
1,1,5,4,Friday
4,0,73,5,Saturday
1,2,4,2,Monday
2,0,43,1,Monday
6,0,56,8,Saturday
1,2,86,3,Monday
3,0,2,5,Wednesday
2,0,37,2,Saturday
3,0,69,4,Tuesday
1,1,66,6,Monday
1,0,42,6,Friday
4,0,43,9,Saturday
2,0,37,3,Thursday
5,0,56,1,Friday
5,0,79,1,Friday
4,0,55,7,Friday
2,0,25,3,Monday
3,1,26,2,Sunday
2,1,19,5,Saturday
1,0,49,2,Wednesday
2,0,43,1,Monday
4,2,30,4,Wednesday
4,2,15,7,Monday
3,1,43,4,Saturday
1,0,0,4,Friday
3,2,1,3,Saturday
1,0,51,7,Monday
1,0,6,6,Friday
5,2,81,5,Saturday
1,0,6,2,Sunday
2,1,2,5,Tuesday
3,1,74,8,Friday
3,1,80,1,Tuesday
3,2,15,2,Saturday
1,0,22,9,Sunday
1,0,26,9,Friday
5,0,1,2,Sunday
4,0,81,5,Friday
2,0,84,1,Saturday
4,0,0,8,Monday
6,0,0,5,Sunday
6,2,1,8,Tuesday
4,2,26,3,Friday
2,2,0,6,Saturday
1,2,1,6,Saturday
6,0,0,4,Saturday
2,0,1,1,Friday
6,0,3,1,Sunday
3,0,24,2,Tuesday
1,0,4,2,Tuesday
1,0,10,2,Saturday
4,1,19,1,Friday
2,2,5,1,Monday
3,1,11,2,Saturday
2,1,13,4,Wednesday
1,0,21,7,Thursday
1,2,21,1,Friday
3,2,49,6,Friday
1,0,3,5,Friday
1,0,59,9,Monday
3,1,32,2,Friday
1,0,6,1,Saturday
2,0,49,8,Tuesday
1,2,3,3,Tuesday
6,2,0,1,Friday
2,0,8,2,Tuesday
3,0,0,7,Friday
4,2,1,2,Friday
1,0,14,1,Saturday
6,1,74,3,Friday
4,1,24,3,Saturday
1,0,33,1,Saturday
6,1,45,3,Monday
3,2,72,1,Saturday
6,2,21,2,Friday
1,0,0,1,Monday
2,0,41,9,Friday
2,0,7,1,Friday
3,0,11,7,Sunday
3,2,2,4,Tuesday
1,0,0,6,Saturday
5,0,0,7,Friday
3,2,75,5,Friday
1,0,12,3,Tuesday
1,1,59,4,Wednesday
1,2,88,1,Friday
3,1,85,1,Friday
2,1,10,3,Monday
1,0,87,1,Saturday
1,0,19,4,Friday
2,0,22,1,Wednesday
2,2,70,2,Monday
4,0,43,6,Saturday
1,1,21,3,Monday
6,0,54,1,Saturday
4,1,18,5,Friday
6,2,2,1,Saturday
5,0,47,1,Monday
2,0,40,2,Friday
6,0,0,7,Friday
3,1,38,2,Sunday
3,0,1,5,Thursday
